event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
28883244,28883244_0,"Événement : Initiation roller au Decathlon Village. Avec la pratique du roller, votre enfant apprendra l'équilibre et le contrôle ! Une initiation encadrée permettra d'éviter les petits bobos. Date : 02/07/2025. Lieu : Decathlon Mérignac, Mérignac. Catégorie : {'fr': ['decathlon', 'village', 'stage', 'roller']}.",Initiation roller au Decathlon Village,"Avec la pratique du roller, votre enfant apprendra l'équilibre et le contrôle ! Une initiation encadrée permettra d'éviter les petits bobos.",02/07/2025,Decathlon Mérignac,Mérignac,44.829169,-0.67974,"{'fr': ['decathlon', 'village', 'stage', 'roller']}"
58062815,58062815_0,"Événement : Haute voltige pour petites chouettes (installation de nichoirs et découverte sciences participatives). Installation spectaculaire de nichoirs par des arboristes-grimpeurs et informations sur les chouettes Chevêche d'Athéna, allié précieux de l’écosystème. A la plaine du faisan à Carbon-Blanc Date : 02/07/2025. Lieu : plaine du Faisan, Bassens.",Haute voltige pour petites chouettes (installation de nichoirs et découverte sciences participatives),"Installation spectaculaire de nichoirs par des arboristes-grimpeurs et informations sur les chouettes Chevêche d'Athéna, allié précieux de l’écosystème. A la plaine du faisan à Carbon-Blanc",02/07/2025,plaine du Faisan,Bassens,44.909276,-0.506903,
47483687,47483687_0,"Événement : Pièce de Théâtre : Risque de verglas par la compagnie Pôlettes. Théâtre documentaire décalé Date : 01/07/2025. Lieu : Blonde Venus Bordeaux, Bordeaux. Catégorie : {'fr': ['théâtre', 'scène ouverte', 'spectacle', 'décalé']}.",Pièce de Théâtre : Risque de verglas par la compagnie Pôlettes,Théâtre documentaire décalé,01/07/2025,Blonde Venus Bordeaux,Bordeaux,44.86637,-0.560861,"{'fr': ['théâtre', 'scène ouverte', 'spectacle', 'décalé']}"
36072847,36072847_0,"Événement : B O D I E S. Découvrez le fabuleux concert a cappella de B.O.D.I.E.S le 1 juillet ! Date : 01/07/2025. Lieu : Rocher de Palmer, Cenon. Catégorie : {'fr': ['BODIES', 'Kat Frankie', 'Bordeaux', 'Cenon', 'Pulsations']}.",B O D I E S,Découvrez le fabuleux concert a cappella de B.O.D.I.E.S le 1 juillet !,01/07/2025,Rocher de Palmer,Cenon,44.862213,-0.524167,"{'fr': ['BODIES', 'Kat Frankie', 'Bordeaux', 'Cenon', 'Pulsations']}"
26235340,26235340_0,"Événement : Concert des Polyphoniques. Les instruments polyphoniques sont à l'honneur ! Date : 30/06/2025. Lieu : Atelier du Conservatoire de Bordeaux, Bordeaux. Catégorie : {'fr': ['concert', 'musique', 'conservatoire', 'bordeaux', 'gratuit', 'élèves', 'polyphoniques', 'accordéon', 'guitare', 'percussions', 'harpe']}.",Concert des Polyphoniques,Les instruments polyphoniques sont à l'honneur !,30/06/2025,Atelier du Conservatoire de Bordeaux,Bordeaux,44.831447,-0.560889,"{'fr': ['concert', 'musique', 'conservatoire', 'bordeaux', 'gratuit', 'élèves', 'polyphoniques', 'accordéon', 'guitare', 'percussions', 'harpe']}"
31518156,31518156_0,"Événement : Festival Corazon Latino. Festival de musique et de danses latines, 11ème édition. L’événement référence au plan national. Date : 27/06/2025. Lieu : Le Rocher de Palmer, Cenon.",Festival Corazon Latino,"Festival de musique et de danses latines, 11ème édition. L’événement référence au plan national.",27/06/2025,Le Rocher de Palmer,Cenon,44.859283,-0.524175,
8244043,8244043_0,"Événement : La Passion grecque - Bohuslav Martinů. Venez découvrir l'opéra phare du Festival Pulsations ! Date : 24/06/2025. Lieu : Halle 47, Floirac. Catégorie : {'fr': ['Spectacle Musical', 'Festival', 'Pulsations', 'Bordeaux', 'Pygmalion']}.",La Passion grecque - Bohuslav Martinů,Venez découvrir l'opéra phare du Festival Pulsations !,24/06/2025,Halle 47,Floirac,44.835403,-0.540329,"{'fr': ['Spectacle Musical', 'Festival', 'Pulsations', 'Bordeaux', 'Pygmalion']}"
71405252,71405252_0,"Événement : Exposition photos - 1001 rêves. Les récits indirects et les préjugés occupent trop souvent le débat public, brouillant les représentations collectives sur la migration. Date : 04/06/2025. Lieu : Darwin éco système, Bordeaux. Catégorie : {'fr': ['exposition', 'photographies', 'galerie', 'histoire', 'vernissage']}.",Exposition photos - 1001 rêves,"Les récits indirects et les préjugés occupent trop souvent le débat public, brouillant les représentations collectives sur la migration.",04/06/2025,Darwin éco système,Bordeaux,44.849739,-0.560762,"{'fr': ['exposition', 'photographies', 'galerie', 'histoire', 'vernissage']}"
86441060,86441060_0,"Événement : Concert de l'orchestre du chu de bordeaux. Dans la belle église baroque de Notre-Dame de Bordeaux, venez découvrir cet orchestre composé de musiciens amateurs sous la baguette de Thierry Pandelé. Un moment musical à partager. Date : 29/06/2025. Lieu : Eglise Notre-Dame de Bordeaux, Bordeaux. Catégorie : {'fr': ['orchestre', 'Chu', 'Bordeaux']}.",Concert de l'orchestre du chu de bordeaux,"Dans la belle église baroque de Notre-Dame de Bordeaux, venez découvrir cet orchestre composé de musiciens amateurs sous la baguette de Thierry Pandelé. Un moment musical à partager.",29/06/2025,Eglise Notre-Dame de Bordeaux,Bordeaux,44.842564,-0.576671,"{'fr': ['orchestre', 'Chu', 'Bordeaux']}"
50007690,50007690_0,"Événement : Enquête au cœur du Bordeaux du 19ème siècle. En équipe, aidez le sergent de ville à identifier et localiser le coupable d'un odieux crime commis en 1863 à Bordeaux. Date : 29/06/2025. Lieu : Place Gambetta, Bordeaux.",Enquête au cœur du Bordeaux du 19ème siècle,"En équipe, aidez le sergent de ville à identifier et localiser le coupable d'un odieux crime commis en 1863 à Bordeaux.",29/06/2025,Place Gambetta,Bordeaux,44.841567,-0.580886,
63004565,63004565_0,"Événement : Visite guidée architecturale. Explorez l'architecture si originale de la Cité du Vin ! Date : 29/06/2025. Lieu : La Cité du Vin, Bordeaux. Catégorie : {'fr': ['architecture', 'bâtiment', 'visite']}.",Visite guidée architecturale,Explorez l'architecture si originale de la Cité du Vin !,29/06/2025,La Cité du Vin,Bordeaux,44.858735,-0.557869,"{'fr': ['architecture', 'bâtiment', 'visite']}"
66692300,66692300_0,"Événement : We are wake, le festival musique & wakeboard. Rendez-vous les 28 et 29 juin pour le We Are Wake festival ! Au programme : musique, wakeboard & vibes au bord de l’eau. Date : 28/06/2025. Lieu : Wakepark de Izon, Izon. Catégorie : {'en': ['electro', 'festival', 'lake', 'wakeboard'], 'fr': ['electro', 'lac', 'festival', 'wakeboard', 'musique']}.","We are wake, le festival musique & wakeboard","Rendez-vous les 28 et 29 juin pour le We Are Wake festival ! Au programme : musique, wakeboard & vibes au bord de l’eau.",28/06/2025,Wakepark de Izon,Izon,44.931406,-0.367946,"{'en': ['electro', 'festival', 'lake', 'wakeboard'], 'fr': ['electro', 'lac', 'festival', 'wakeboard', 'musique']}"
49943217,49943217_0,"Événement : Retransmission sur écran géant de la Finale du Top 14 de l’UBB. Un mois après son titre de Champions d’Europe, l’Union Bordeaux Bègles joue son premier titre de Champion de France du Top 14. Venez regarder la retransmission en plein cœur de la ville. Date : 28/06/2025. Lieu : Place des Quinconces, Bordeaux.",Retransmission sur écran géant de la Finale du Top 14 de l’UBB,"Un mois après son titre de Champions d’Europe, l’Union Bordeaux Bègles joue son premier titre de Champion de France du Top 14. Venez regarder la retransmission en plein cœur de la ville.",28/06/2025,Place des Quinconces,Bordeaux,44.845693,-0.575555,
70901131,70901131_0,"Événement : Pool Party Gina, le samedi 28 Juin. La première pool party de l’été est (enfin) là ! C’est le grand retour des après-midis en altitude, des verres bien frais les pieds dans l’eau, et des DJ sets en plein air jusqu’au coucher de soleil. Date : 28/06/2025. Lieu : Gina, Bordeaux. Catégorie : {'fr': ['pool party', 'fête', 'dj set', 'rooftop']}.","Pool Party Gina, le samedi 28 Juin","La première pool party de l’été est (enfin) là ! C’est le grand retour des après-midis en altitude, des verres bien frais les pieds dans l’eau, et des DJ sets en plein air jusqu’au coucher de soleil.",28/06/2025,Gina,Bordeaux,44.863142,-0.551159,"{'fr': ['pool party', 'fête', 'dj set', 'rooftop']}"
90117044,90117044_0,"Événement : Salon du Whisky Français à Bordeaux : La French Touch du Whisky. Venez découvrir le 1er salon du whisky français à Bordeaux avec 30 marques et 200 whiskies à déguster ! Un événement pour les amateurs et débutants. Date : 28/06/2025. Lieu : La Grande Poste de Bordeaux, Bordeaux. Catégorie : {'fr': ['salon', 'whisky', 'whisky français', 'spiritueux', 'alcool', 'salon whisky', 'so whisky', 'whisky bordeaux', 'dégustation', 'dégustation whisky']}.",Salon du Whisky Français à Bordeaux : La French Touch du Whisky,Venez découvrir le 1er salon du whisky français à Bordeaux avec 30 marques et 200 whiskies à déguster ! Un événement pour les amateurs et débutants.,28/06/2025,La Grande Poste de Bordeaux,Bordeaux,44.842089,-0.581397,"{'fr': ['salon', 'whisky', 'whisky français', 'spiritueux', 'alcool', 'salon whisky', 'so whisky', 'whisky bordeaux', 'dégustation', 'dégustation whisky']}"
90186074,90186074_0,"Événement : CESAM – Journée portes ouvertes. Journée portes ouvertes Date : 28/06/2025. Lieu : Ecole de musique Frédéric Chopin, Saint-Aubin de Médoc. Catégorie : {'fr': ['cesam', 'journée porte ouverte', 'art', 'musique', 'dessin']}.",CESAM – Journée portes ouvertes,Journée portes ouvertes,28/06/2025,Ecole de musique Frédéric Chopin,Saint-Aubin de Médoc,44.9141,-0.731787,"{'fr': ['cesam', 'journée porte ouverte', 'art', 'musique', 'dessin']}"
3683405,3683405_0,"Événement : Fête de l'Union Saint-Bruno. Partageons ensemble un moment convivial afin de célébrer cette année 2024-2025 ! Date : 27/06/2025. Lieu : Union Saint-Bruno, Bordeaux. Catégorie : {'fr': ['convivial', 'restauration', 'buvette', 'fête', 'sport', 'jeunesse', 'culture', 'animation', 'exposition']}.",Fête de l'Union Saint-Bruno,Partageons ensemble un moment convivial afin de célébrer cette année 2024-2025 !,27/06/2025,Union Saint-Bruno,Bordeaux,44.838752,-0.591063,"{'fr': ['convivial', 'restauration', 'buvette', 'fête', 'sport', 'jeunesse', 'culture', 'animation', 'exposition']}"
44290359,44290359_0,"Événement : L'observation de Jupiter : de Galilée à la mission JUICE. Camille Lefour, doctorante au Laboratoire d'Astrophysique de Bordeaux, nous parlera de l'observation de Jupiter au travers du temps et de la dernière mission Juice. Date : 27/06/2025. Lieu : Observatoire de l'A.B.E.R.A., avenue Jeanne d'Arc  Square Suhl, 33130 Bègles  (face au cimetière), Bègles. Catégorie : {'fr': ['ABERA', 'Astronomie', 'Astrophysique', 'étoile', 'jupiter', 'planète', 'observation', 'Galilée', 'Juice']}.",L'observation de Jupiter : de Galilée à la mission JUICE,"Camille Lefour, doctorante au Laboratoire d'Astrophysique de Bordeaux, nous parlera de l'observation de Jupiter au travers du temps et de la dernière mission Juice.",27/06/2025,"Observatoire de l'A.B.E.R.A., avenue Jeanne d'Arc  Square Suhl, 33130 Bègles  (face au cimetière)",Bègles,44.802541,-0.545638,"{'fr': ['ABERA', 'Astronomie', 'Astrophysique', 'étoile', 'jupiter', 'planète', 'observation', 'Galilée', 'Juice']}"
63797214,63797214_0,"Événement : Chantons pour Mayotte. Clément Migné réunit ses deux chorales - l'E.V. Hémiole et le Chœur Appassionata - pour un concert unique au profit des enfants de Mayotte qui ont subi le terrible cyclone Chido en décembre dernier. Date : 27/06/2025. Lieu : Eglise Saint Médard, Saint-Médard-en-Jalles. Catégorie : {'fr': ['Mayotte', 'Saint-Médard en Jalles', 'chorale', 'musique']}.",Chantons pour Mayotte,Clément Migné réunit ses deux chorales - l'E.V. Hémiole et le Chœur Appassionata - pour un concert unique au profit des enfants de Mayotte qui ont subi le terrible cyclone Chido en décembre dernier.,27/06/2025,Eglise Saint Médard,Saint-Médard-en-Jalles,44.895677,-0.717885,"{'fr': ['Mayotte', 'Saint-Médard en Jalles', 'chorale', 'musique']}"
60737050,60737050_0,"Événement : A-Ronne / Luciano Berio. Rendez-vous le 27 juin pour une expérience musicale hors-norme ! Date : 27/06/2025. Lieu : Église Notre-Dame – Bordeaux, Bordeaux. Catégorie : {'fr': ['Opéra', 'Spectacle Musical', 'Musique Classique', 'Musique Electronique', 'Festival', 'Pulsations', 'Bordeaux', 'Eglise Notre-Dame']}.",A-Ronne / Luciano Berio,Rendez-vous le 27 juin pour une expérience musicale hors-norme !,27/06/2025,Église Notre-Dame – Bordeaux,Bordeaux,44.843091,-0.576262,"{'fr': ['Opéra', 'Spectacle Musical', 'Musique Classique', 'Musique Electronique', 'Festival', 'Pulsations', 'Bordeaux', 'Eglise Notre-Dame']}"
94057763,94057763_0,"Événement : Sunset by Gina - DJ set - Mr tout le Monde. Le coup d’envoi de notre saison estivale se fera le vendredi 27 juin, au rythme des platines de Mr Tout le Monde, figure incontournable de la scène électro française. Date : 27/06/2025. Lieu : Gina, Bordeaux. Catégorie : {'fr': ['concert', 'sunset by gina', 'showcase']}.",Sunset by Gina - DJ set - Mr tout le Monde,"Le coup d’envoi de notre saison estivale se fera le vendredi 27 juin, au rythme des platines de Mr Tout le Monde, figure incontournable de la scène électro française.",27/06/2025,Gina,Bordeaux,44.863142,-0.551159,"{'fr': ['concert', 'sunset by gina', 'showcase']}"
43268478,43268478_0,"Événement : Rencontre littéraire : sauver l'info !. Un rendez-vous pour celles et ceux qui croient encore qu’une autre info est possible. ✊ Date : 27/06/2025. Lieu : Darwin éco système, Bordeaux. Catégorie : {'fr': ['darwin', 'rencontre', 'échanges']}.",Rencontre littéraire : sauver l'info !,Un rendez-vous pour celles et ceux qui croient encore qu’une autre info est possible. ✊,27/06/2025,Darwin éco système,Bordeaux,44.849739,-0.560762,"{'fr': ['darwin', 'rencontre', 'échanges']}"
64524520,64524520_0,"Événement : Base Side Story. Concert de chant lyrique Date : 27/06/2025. Lieu : Base sous-marine de Bordeaux, Bordeaux. Catégorie : {'fr': ['base sous marine', 'concert', 'musique', 'musique classique', 'chant lyrique', 'récital', 'opéra', 'charivari', 'le grand incendie', 'boite noire', 'queer', 'lgbtqia+', 'mois des fiertés']}.",Base Side Story,Concert de chant lyrique,27/06/2025,Base sous-marine de Bordeaux,Bordeaux,44.870637,-0.559493,"{'fr': ['base sous marine', 'concert', 'musique', 'musique classique', 'chant lyrique', 'récital', 'opéra', 'charivari', 'le grand incendie', 'boite noire', 'queer', 'lgbtqia+', 'mois des fiertés']}"
98305756,98305756_0,"Événement : Les Misérables. Théâtre Date : 27/06/2025. Lieu : Espace Culturel Treulon, Bruges. Catégorie : {'fr': ['Théâtre', 'Spectacle', 'Hors les murs']}.",Les Misérables,Théâtre,27/06/2025,Espace Culturel Treulon,Bruges,44.883085,-0.617237,"{'fr': ['Théâtre', 'Spectacle', 'Hors les murs']}"
46866189,46866189_0,"Événement : Exposition ""Plates I-XXXI"", Lia Darjes. Série de clichés de la photographe allemande Lia Darjes, directrice de l'Ostkreuzschule de Berlin Date : 28/05/2025. Lieu : Chez Achtung Kultur ! au Consulat général de l'Allemagne, Bordeaux. Catégorie : {'fr': ['culture', 'photographie', 'allemagne', 'exposition', 'bordeaux']}.","Exposition ""Plates I-XXXI"", Lia Darjes","Série de clichés de la photographe allemande Lia Darjes, directrice de l'Ostkreuzschule de Berlin",28/05/2025,Chez Achtung Kultur ! au Consulat général de l'Allemagne,Bordeaux,44.850292,-0.574991,"{'fr': ['culture', 'photographie', 'allemagne', 'exposition', 'bordeaux']}"
64061790,64061790_0,"Événement : Les Soirées d'Été. par Le Garage Moderne &  la Cité Bleue Date : 19/06/2025. Lieu : Le Garage Moderne, Bordeaux. Catégorie : {'fr': ['guinguette', 'boissons', 'barbecue', 'pétanque', 'été', 'musique', 'live', 'DJ', 'concert']}.",Les Soirées d'Été,par Le Garage Moderne &  la Cité Bleue,19/06/2025,Le Garage Moderne,Bordeaux,44.871247,-0.547123,"{'fr': ['guinguette', 'boissons', 'barbecue', 'pétanque', 'été', 'musique', 'live', 'DJ', 'concert']}"
41342880,41342880_0,"Événement : Vins du monde, coquillages et crustacés. Laissez-vous porter par une ambiance estivale et embarquez pour une dégustation iodée, où les trésors de la mer rencontrent les vins les plus raffinés ! Date : 26/06/2025. Lieu : La Cité du Vin, Bordeaux. Catégorie : {'fr': ['dégustation', 'vin', 'mets']}.","Vins du monde, coquillages et crustacés","Laissez-vous porter par une ambiance estivale et embarquez pour une dégustation iodée, où les trésors de la mer rencontrent les vins les plus raffinés !",26/06/2025,La Cité du Vin,Bordeaux,44.858735,-0.557869,"{'fr': ['dégustation', 'vin', 'mets']}"
45151408,45151408_0,"Événement : VACANCES FORCÉES. Comédie | CINÉ-THÉ Date : 26/06/2025. Lieu : Cinéma, Pôle Culturel Favols, Carbon-Blanc. Catégorie : {'fr': []}.",VACANCES FORCÉES,Comédie | CINÉ-THÉ,26/06/2025,"Cinéma, Pôle Culturel Favols",Carbon-Blanc,44.89649,-0.503956,{'fr': []}
